source,target,relationship
"{""caption"":Honey_Blaze,""id"":1032,""label"":Peach_variant,""properties"":{""name"":Honey_Blaze}}","{""caption"":(7392.F5S21)_X,""id"":1036,""label"":Peach_variant,""properties"":{""name"":(7392.F5S21)_X}}","{""value"":{}}"
"{""caption"":Honey_Blaze,""id"":1032,""label"":Peach_variant,""properties"":{""name"":Honey_Blaze}}","{""caption"":(7392.F5S21)_X,""id"":1036,""label"":Peach_variant,""properties"":{""name"":(7392.F5S21)_X}}","{""value"":{}}"
"{""caption"":I_138,""id"":1033,""label"":Peach_variant,""properties"":{""name"":I_138}}","{""caption"":D6051,""id"":1028,""label"":Peach_variant,""properties"":{""name"":D6051}}","{""value"":{}}"
"{""caption"":I_138,""id"":1033,""label"":Peach_variant,""properties"":{""name"":I_138}}","{""caption"":D5019,""id"":1026,""label"":Peach_variant,""properties"":{""name"":D5019}}","{""value"":{}}"
"{""caption"":I_138,""id"":1033,""label"":Peach_variant,""properties"":{""name"":I_138}}","{""caption"":D6044,""id"":1027,""label"":Peach_variant,""properties"":{""name"":D6044}}","{""value"":{}}"
"{""caption"":Malo_Konare,""id"":1034,""label"":Peach_variant,""properties"":{""name"":Malo_Konare}}","{""caption"":(5392.P1908)_9,""id"":1023,""label"":Peach_variant,""properties"":{""name"":(5392.P1908)_9}}","{""value"":{}}"
"{""caption"":Malo_Konare,""id"":1034,""label"":Peach_variant,""properties"":{""name"":Malo_Konare}}","{""caption"":F514,""id"":1031,""label"":Peach_variant,""properties"":{""name"":F514}}","{""value"":{}}"
"{""caption"":Malo_Konare,""id"":1034,""label"":Peach_variant,""properties"":{""name"":Malo_Konare}}","{""caption"":(5392.2615)_13,""id"":1020,""label"":Peach_variant,""properties"":{""name"":(5392.2615)_13}}","{""value"":{}}"
"{""caption"":Malo_Konare,""id"":1034,""label"":Peach_variant,""properties"":{""name"":Malo_Konare}}","{""caption"":F511,""id"":1029,""label"":Peach_variant,""properties"":{""name"":F511}}","{""value"":{}}"
"{""caption"":Malo_Konare,""id"":1034,""label"":Peach_variant,""properties"":{""name"":Malo_Konare}}","{""caption"":5392.2678,""id"":1021,""label"":Peach_variant,""properties"":{""name"":5392.2678}}","{""value"":{}}"
"{""caption"":Malo_Konare,""id"":1034,""label"":Peach_variant,""properties"":{""name"":Malo_Konare}}","{""caption"":5S8,""id"":1024,""label"":Peach_variant,""properties"":{""name"":5S8}}","{""value"":{}}"
"{""caption"":Malo_Konare,""id"":1034,""label"":Peach_variant,""properties"":{""name"":Malo_Konare}}","{""caption"":(5392.6146)_7,""id"":1022,""label"":Peach_variant,""properties"":{""name"":(5392.6146)_7}}","{""value"":{}}"
"{""caption"":Malo_Konare,""id"":1034,""label"":Peach_variant,""properties"":{""name"":Malo_Konare}}","{""caption"":F512,""id"":1030,""label"":Peach_variant,""properties"":{""name"":F512}}","{""value"":{}}"
"{""caption"":Nemared,""id"":1035,""label"":Peach_variant,""properties"":{""name"":Nemared}}","{""caption"":Garnem,""id"":923,""label"":Peach_variant,""properties"":{""name"":Garnem}}","{""value"":{}}"
"{""caption"":(7392.F5S21)_X,""id"":1036,""label"":Peach_variant,""properties"":{""name"":(7392.F5S21)_X}}","{""caption"":Flavorgold,""id"":1047,""label"":Peach_variant,""properties"":{""name"":Flavorgold}}","{""value"":{}}"
"{""caption"":(7392.F5S21)_X,""id"":1036,""label"":Peach_variant,""properties"":{""name"":(7392.F5S21)_X}}","{""caption"":Garcica,""id"":1102,""label"":Peach_variant,""properties"":{""name"":Garcica}}","{""value"":{}}"
"{""caption"":Opale,""id"":1043,""label"":Peach_variant,""properties"":{""name"":Opale}}","{""caption"":(6146.5482)_8,""id"":1025,""label"":Peach_variant,""properties"":{""name"":(6146.5482)_8}}","{""value"":{}}"
"{""caption"":Springlady,""id"":1046,""label"":Peach_variant,""properties"":{""name"":Springlady}}","{""caption"":Kalos_1,""id"":1107,""label"":Peach_variant,""properties"":{""name"":Kalos_1}}","{""value"":{}}"
"{""caption"":Semis_De_Roussanne,""id"":1050,""label"":Peach_variant,""properties"":{""name"":Semis_De_Roussanne}}","{""caption"":Inra_Hybrid_(Redwing_147_X_Dixired_123)_8,""id"":1068,""label"":Peach_variant,""properties"":{""name"":Inra_Hybrid_(Redwing_147_X_Dixired_123)_8}}","{""value"":{}}"
"{""caption"":Semis_De_Roussanne,""id"":1050,""label"":Peach_variant,""properties"":{""name"":Semis_De_Roussanne}}","{""caption"":Maddalena_Reale_(Fol_24),""id"":944,""label"":Peach_variant,""properties"":{""name"":Maddalena_Reale_(Fol_24)}}","{""value"":{}}"
"{""caption"":Semis_De_Roussanne,""id"":1050,""label"":Peach_variant,""properties"":{""name"":Semis_De_Roussanne}}","{""caption"":Luisa_Berselli,""id"":990,""label"":Peach_variant,""properties"":{""name"":Luisa_Berselli}}","{""value"":{}}"
"{""caption"":Semis_De_Roussanne,""id"":1050,""label"":Peach_variant,""properties"":{""name"":Semis_De_Roussanne}}","{""caption"":Minerva,""id"":999,""label"":Peach_variant,""properties"":{""name"":Minerva}}","{""value"":{}}"
"{""caption"":Everts,""id"":1053,""label"":Peach_variant,""properties"":{""name"":Everts}}","{""caption"":Merriam,""id"":997,""label"":Peach_variant,""properties"":{""name"":Merriam}}","{""value"":{}}"
"{""caption"":Everts,""id"":1053,""label"":Peach_variant,""properties"":{""name"":Everts}}","{""caption"":Merriam,""id"":997,""label"":Peach_variant,""properties"":{""name"":Merriam}}","{""value"":{}}"
"{""caption"":Everts,""id"":1053,""label"":Peach_variant,""properties"":{""name"":Everts}}","{""caption"":Tufts,""id"":1091,""label"":Peach_variant,""properties"":{""name"":Tufts}}","{""value"":{}}"
"{""caption"":Catherina,""id"":1054,""label"":Peach_variant,""properties"":{""name"":Catherina}}","{""caption"":Villa_Doria,""id"":1130,""label"":Peach_variant,""properties"":{""name"":Villa_Doria}}","{""value"":{}}"
"{""caption"":Catherina,""id"":1054,""label"":Peach_variant,""properties"":{""name"":Catherina}}","{""caption"":Villa_Ada,""id"":1129,""label"":Peach_variant,""properties"":{""name"":Villa_Ada}}","{""value"":{}}"
"{""caption"":Catherina,""id"":1054,""label"":Peach_variant,""properties"":{""name"":Catherina}}","{""caption"":Romea,""id"":1116,""label"":Peach_variant,""properties"":{""name"":Romea}}","{""value"":{}}"
"{""caption"":Pekin,""id"":1058,""label"":Peach_variant,""properties"":{""name"":Pekin}}","{""caption"":Hamlet,""id"":925,""label"":Peach_variant,""properties"":{""name"":Hamlet}}","{""value"":{}}"
"{""caption"":Red_Diamond,""id"":1059,""label"":Peach_variant,""properties"":{""name"":Red_Diamond}}","{""caption"":Maria_Dolce,""id"":1108,""label"":Peach_variant,""properties"":{""name"":Maria_Dolce}}","{""value"":{}}"
"{""caption"":Red_Diamond,""id"":1059,""label"":Peach_variant,""properties"":{""name"":Red_Diamond}}","{""caption"":July_Red,""id"":1041,""label"":Peach_variant,""properties"":{""name"":July_Red}}","{""value"":{}}"
"{""caption"":Red_Diamond,""id"":1059,""label"":Peach_variant,""properties"":{""name"":Red_Diamond}}","{""caption"":June_Star,""id"":1060,""label"":Peach_variant,""properties"":{""name"":June_Star}}","{""value"":{}}"
"{""caption"":Red_Diamond,""id"":1059,""label"":Peach_variant,""properties"":{""name"":Red_Diamond}}","{""caption"":Red_Glen,""id"":1038,""label"":Peach_variant,""properties"":{""name"":Red_Glen}}","{""value"":{}}"
"{""caption"":Red_Diamond,""id"":1059,""label"":Peach_variant,""properties"":{""name"":Red_Diamond}}","{""caption"":Diamond_Princess,""id"":978,""label"":Peach_variant,""properties"":{""name"":Diamond_Princess}}","{""value"":{}}"
"{""caption"":Red_Diamond,""id"":1059,""label"":Peach_variant,""properties"":{""name"":Red_Diamond}}","{""caption"":Diamond_Jewel,""id"":977,""label"":Peach_variant,""properties"":{""name"":Diamond_Jewel}}","{""value"":{}}"
"{""caption"":Red_Diamond,""id"":1059,""label"":Peach_variant,""properties"":{""name"":Red_Diamond}}","{""caption"":Ruby_Diamond,""id"":1075,""label"":Peach_variant,""properties"":{""name"":Ruby_Diamond}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":Nectagrand_4,""id"":961,""label"":Peach_variant,""properties"":{""name"":Nectagrand_4}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":Nectared_6,""id"":1051,""label"":Peach_variant,""properties"":{""name"":Nectared_6}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":Dixired,""id"":979,""label"":Peach_variant,""properties"":{""name"":Dixired}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":Cardinal,""id"":1077,""label"":Peach_variant,""properties"":{""name"":Cardinal}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":Bella_Dei_Trentini,""id"":911,""label"":Peach_variant,""properties"":{""name"":Bella_Dei_Trentini}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":Nectared_9,""id"":1052,""label"":Peach_variant,""properties"":{""name"":Nectared_9}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":Genadix_7,""id"":1088,""label"":Peach_variant,""properties"":{""name"":Genadix_7}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":Ufo_1,""id"":1128,""label"":Peach_variant,""properties"":{""name"":Ufo_1}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":Koncsogi_Kopasz_(Un_19),""id"":956,""label"":Peach_variant,""properties"":{""name"":Koncsogi_Kopasz_(Un_19)}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":White_Crest,""id"":1131,""label"":Peach_variant,""properties"":{""name"":White_Crest}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":S.97.39,""id"":1117,""label"":Peach_variant,""properties"":{""name"":S.97.39}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":Rossa_De_Cechi,""id"":932,""label"":Peach_variant,""properties"":{""name"":Rossa_De_Cechi}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":Robin,""id"":1005,""label"":Peach_variant,""properties"":{""name"":Robin}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":Starlite,""id"":1016,""label"":Peach_variant,""properties"":{""name"":Starlite}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":Chiyodared,""id"":973,""label"":Peach_variant,""properties"":{""name"":Chiyodared}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":San_Gottardo_(Fol_33),""id"":947,""label"":Peach_variant,""properties"":{""name"":San_Gottardo_(Fol_33)}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":Santa_Lucia,""id"":1010,""label"":Peach_variant,""properties"":{""name"":Santa_Lucia}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":Une_De_Mai,""id"":1070,""label"":Peach_variant,""properties"":{""name"":Une_De_Mai}}","{""value"":{}}"
"{""caption"":Esnitabe,""id"":1061,""label"":Peach_variant,""properties"":{""name"":Esnitabe}}","{""caption"":Starcrest,""id"":1124,""label"":Peach_variant,""properties"":{""name"":Starcrest}}","{""value"":{}}"
"{""caption"":Sunred,""id"":1066,""label"":Peach_variant,""properties"":{""name"":Sunred}}","{""caption"":Docura_4,""id"":980,""label"":Peach_variant,""properties"":{""name"":Docura_4}}","{""value"":{}}"
"{""caption"":Sunred,""id"":1066,""label"":Peach_variant,""properties"":{""name"":Sunred}}","{""caption"":Carolina,""id"":1096,""label"":Peach_variant,""properties"":{""name"":Carolina}}","{""value"":{}}"
"{""caption"":Inra_Hybrid_(Redwing_147_X_Dixired_123)_8,""id"":1068,""label"":Peach_variant,""properties"":{""name"":Inra_Hybrid_(Redwing_147_X_Dixired_123)_8}}","{""caption"":Hybride_Inra_2,""id"":1040,""label"":Peach_variant,""properties"":{""name"":Hybride_Inra_2}}","{""value"":{}}"
"{""caption"":Bai_Hua,""id"":1069,""label"":Peach_variant,""properties"":{""name"":Bai_Hua}}","{""caption"":Wan_Hong_Mi,""id"":1217,""label"":Peach_variant,""properties"":{""name"":Wan_Hong_Mi}}","{""value"":{}}"
"{""caption"":Bai_Hua,""id"":1069,""label"":Peach_variant,""properties"":{""name"":Bai_Hua}}","{""caption"":Tao_Wang,""id"":1215,""label"":Peach_variant,""properties"":{""name"":Tao_Wang}}","{""value"":{}}"
"{""caption"":Bai_Hua,""id"":1069,""label"":Peach_variant,""properties"":{""name"":Bai_Hua}}","{""caption"":63_15_33_(Un_8),""id"":952,""label"":Peach_variant,""properties"":{""name"":63_15_33_(Un_8)}}","{""value"":{}}"
"{""caption"":Bai_Hua,""id"":1069,""label"":Peach_variant,""properties"":{""name"":Bai_Hua}}","{""caption"":Xue_Xiang_Lu,""id"":1227,""label"":Peach_variant,""properties"":{""name"":Xue_Xiang_Lu}}","{""value"":{}}"
"{""caption"":Bai_Hua,""id"":1069,""label"":Peach_variant,""properties"":{""name"":Bai_Hua}}","{""caption"":Zhao_Xia_(Un_17),""id"":955,""label"":Peach_variant,""properties"":{""name"":Zhao_Xia_(Un_17)}}","{""value"":{}}"
"{""caption"":Bai_Hua,""id"":1069,""label"":Peach_variant,""properties"":{""name"":Bai_Hua}}","{""caption"":Yu_Hua_Lu,""id"":1232,""label"":Peach_variant,""properties"":{""name"":Yu_Hua_Lu}}","{""value"":{}}"
"{""caption"":Bai_Hua,""id"":1069,""label"":Peach_variant,""properties"":{""name"":Bai_Hua}}","{""caption"":Rainflowerdew,""id"":1003,""label"":Peach_variant,""properties"":{""name"":Rainflowerdew}}","{""value"":{}}"
"{""caption"":Bai_Hua,""id"":1069,""label"":Peach_variant,""properties"":{""name"":Bai_Hua}}","{""caption"":Hujing_Mi_Lu,""id"":1190,""label"":Peach_variant,""properties"":{""name"":Hujing_Mi_Lu}}","{""value"":{}}"
"{""caption"":Redwing,""id"":1072,""label"":Peach_variant,""properties"":{""name"":Redwing}}","{""caption"":Capucci_18,""id"":1139,""label"":Peach_variant,""properties"":{""name"":Capucci_18}}","{""value"":{}}"
"{""caption"":Redwing,""id"":1072,""label"":Peach_variant,""properties"":{""name"":Redwing}}","{""caption"":Zhengzhou_7,""id"":1247,""label"":Peach_variant,""properties"":{""name"":Zhengzhou_7}}","{""value"":{}}"
"{""caption"":Redwing,""id"":1072,""label"":Peach_variant,""properties"":{""name"":Redwing}}","{""caption"":Limonet,""id"":1144,""label"":Peach_variant,""properties"":{""name"":Limonet}}","{""value"":{}}"
"{""caption"":Redwing,""id"":1072,""label"":Peach_variant,""properties"":{""name"":Redwing}}","{""caption"":Rouge_Jullien,""id"":1082,""label"":Peach_variant,""properties"":{""name"":Rouge_Jullien}}","{""value"":{}}"
"{""caption"":Redwing,""id"":1072,""label"":Peach_variant,""properties"":{""name"":Redwing}}","{""caption"":Mai_Xiang,""id"":1196,""label"":Peach_variant,""properties"":{""name"":Mai_Xiang}}","{""value"":{}}"
"{""caption"":Redwing,""id"":1072,""label"":Peach_variant,""properties"":{""name"":Redwing}}","{""caption"":Q_148,""id"":1078,""label"":Peach_variant,""properties"":{""name"":Q_148}}","{""value"":{}}"
"{""caption"":Redwing,""id"":1072,""label"":Peach_variant,""properties"":{""name"":Redwing}}","{""caption"":Tabalet,""id"":1017,""label"":Peach_variant,""properties"":{""name"":Tabalet}}","{""value"":{}}"
"{""caption"":Redwing,""id"":1072,""label"":Peach_variant,""properties"":{""name"":Redwing}}","{""caption"":Springcrest,""id"":1079,""label"":Peach_variant,""properties"":{""name"":Springcrest}}","{""value"":{}}"
"{""caption"":Redwing,""id"":1072,""label"":Peach_variant,""properties"":{""name"":Redwing}}","{""caption"":May_Flower,""id"":996,""label"":Peach_variant,""properties"":{""name"":May_Flower}}","{""value"":{}}"
"{""caption"":Redwing,""id"":1072,""label"":Peach_variant,""properties"":{""name"":Redwing}}","{""caption"":Peggy,""id"":1071,""label"":Peach_variant,""properties"":{""name"":Peggy}}","{""value"":{}}"
"{""caption"":Redwing,""id"":1072,""label"":Peach_variant,""properties"":{""name"":Redwing}}","{""caption"":Agate,""id"":1042,""label"":Peach_variant,""properties"":{""name"":Agate}}","{""value"":{}}"
"{""caption"":Redwing,""id"":1072,""label"":Peach_variant,""properties"":{""name"":Redwing}}","{""caption"":Ford,""id"":922,""label"":Peach_variant,""properties"":{""name"":Ford}}","{""value"":{}}"
"{""caption"":Redwing,""id"":1072,""label"":Peach_variant,""properties"":{""name"":Redwing}}","{""caption"":Albatros,""id"":1134,""label"":Peach_variant,""properties"":{""name"":Albatros}}","{""value"":{}}"
"{""caption"":Redwing,""id"":1072,""label"":Peach_variant,""properties"":{""name"":Redwing}}","{""caption"":Manon,""id"":1039,""label"":Peach_variant,""properties"":{""name"":Manon}}","{""value"":{}}"
"{""caption"":Jing_Hong,""id"":1074,""label"":Peach_variant,""properties"":{""name"":Jing_Hong}}","{""caption"":Denjuro,""id"":1175,""label"":Peach_variant,""properties"":{""name"":Denjuro}}","{""value"":{}}"
"{""caption"":Gang_Shan_Bai,""id"":1076,""label"":Peach_variant,""properties"":{""name"":Gang_Shan_Bai}}","{""caption"":Zhao_Hui_(Un_6),""id"":951,""label"":Peach_variant,""properties"":{""name"":Zhao_Hui_(Un_6)}}","{""value"":{}}"
"{""caption"":Gang_Shan_Bai,""id"":1076,""label"":Peach_variant,""properties"":{""name"":Gang_Shan_Bai}}","{""caption"":Mang_Xia_Lu,""id"":1197,""label"":Peach_variant,""properties"":{""name"":Mang_Xia_Lu}}","{""value"":{}}"
"{""caption"":Cardinal,""id"":1077,""label"":Peach_variant,""properties"":{""name"":Cardinal}}","{""caption"":Ermelinda,""id"":921,""label"":Peach_variant,""properties"":{""name"":Ermelinda}}","{""value"":{}}"
"{""caption"":Cardinal,""id"":1077,""label"":Peach_variant,""properties"":{""name"":Cardinal}}","{""caption"":Semis_De_Roussanne,""id"":1050,""label"":Peach_variant,""properties"":{""name"":Semis_De_Roussanne}}","{""value"":{}}"
"{""caption"":Genadix_4,""id"":1081,""label"":Peach_variant,""properties"":{""name"":Genadix_4}}","{""caption"":Buttapietra_(Fol_10),""id"":943,""label"":Peach_variant,""properties"":{""name"":Buttapietra_(Fol_10)}}","{""value"":{}}"
"{""caption"":Genadix_4,""id"":1081,""label"":Peach_variant,""properties"":{""name"":Genadix_4}}","{""caption"":Qing_Feng,""id"":1208,""label"":Peach_variant,""properties"":{""name"":Qing_Feng}}","{""value"":{}}"
"{""caption"":Genadix_4,""id"":1081,""label"":Peach_variant,""properties"":{""name"":Genadix_4}}","{""caption"":Ciccio_Petrino,""id"":975,""label"":Peach_variant,""properties"":{""name"":Ciccio_Petrino}}","{""value"":{}}"
"{""caption"":Genadix_4,""id"":1081,""label"":Peach_variant,""properties"":{""name"":Genadix_4}}","{""caption"":Maribelle,""id"":994,""label"":Peach_variant,""properties"":{""name"":Maribelle}}","{""value"":{}}"
"{""caption"":Rouge_Jullien,""id"":1082,""label"":Peach_variant,""properties"":{""name"":Rouge_Jullien}}","{""caption"":Vaccaro_Roccalmunto,""id"":938,""label"":Peach_variant,""properties"":{""name"":Vaccaro_Roccalmunto}}","{""value"":{}}"
"{""caption"":Rouge_Jullien,""id"":1082,""label"":Peach_variant,""properties"":{""name"":Rouge_Jullien}}","{""caption"":Bella_Lucia,""id"":913,""label"":Peach_variant,""properties"":{""name"":Bella_Lucia}}","{""value"":{}}"
"{""caption"":Rouge_Jullien,""id"":1082,""label"":Peach_variant,""properties"":{""name"":Rouge_Jullien}}","{""caption"":Zingara_Nera,""id"":940,""label"":Peach_variant,""properties"":{""name"":Zingara_Nera}}","{""value"":{}}"
"{""caption"":Rouge_Jullien,""id"":1082,""label"":Peach_variant,""properties"":{""name"":Rouge_Jullien}}","{""caption"":Selvaggio_Di_Canove_(Fol_35),""id"":949,""label"":Peach_variant,""properties"":{""name"":Selvaggio_Di_Canove_(Fol_35)}}","{""value"":{}}"
"{""caption"":Rouge_Jullien,""id"":1082,""label"":Peach_variant,""properties"":{""name"":Rouge_Jullien}}","{""caption"":Zao_Shang_Hai_Shui_Mi,""id"":1241,""label"":Peach_variant,""properties"":{""name"":Zao_Shang_Hai_Shui_Mi}}","{""value"":{}}"
"{""caption"":Rouge_Jullien,""id"":1082,""label"":Peach_variant,""properties"":{""name"":Rouge_Jullien}}","{""caption"":Carman,""id"":1095,""label"":Peach_variant,""properties"":{""name"":Carman}}","{""value"":{}}"
"{""caption"":Rouge_Jullien,""id"":1082,""label"":Peach_variant,""properties"":{""name"":Rouge_Jullien}}","{""caption"":S.Anna_Balducci,""id"":1008,""label"":Peach_variant,""properties"":{""name"":S.Anna_Balducci}}","{""value"":{}}"
"{""caption"":Rouge_Jullien,""id"":1082,""label"":Peach_variant,""properties"":{""name"":Rouge_Jullien}}","{""caption"":Yuan_Chun_Bai,""id"":1233,""label"":Peach_variant,""properties"":{""name"":Yuan_Chun_Bai}}","{""value"":{}}"
"{""caption"":Rouge_Jullien,""id"":1082,""label"":Peach_variant,""properties"":{""name"":Rouge_Jullien}}","{""caption"":Qing_Feng,""id"":1208,""label"":Peach_variant,""properties"":{""name"":Qing_Feng}}","{""value"":{}}"
"{""caption"":Rouge_Jullien,""id"":1082,""label"":Peach_variant,""properties"":{""name"":Rouge_Jullien}}","{""caption"":Madeleine_Blanche,""id"":1089,""label"":Peach_variant,""properties"":{""name"":Madeleine_Blanche}}","{""value"":{}}"
"{""caption"":Rouge_Jullien,""id"":1082,""label"":Peach_variant,""properties"":{""name"":Rouge_Jullien}}","{""caption"":Albatros,""id"":1134,""label"":Peach_variant,""properties"":{""name"":Albatros}}","{""value"":{}}"
"{""caption"":Rouge_Jullien,""id"":1082,""label"":Peach_variant,""properties"":{""name"":Rouge_Jullien}}","{""caption"":Early_OHenry,""id"":959,""label"":Peach_variant,""properties"":{""name"":Early_OHenry}}","{""value"":{}}"
"{""caption"":Rouge_Jullien,""id"":1082,""label"":Peach_variant,""properties"":{""name"":Rouge_Jullien}}","{""caption"":Valeria,""id"":960,""label"":Peach_variant,""properties"":{""name"":Valeria}}","{""value"":{}}"
"{""caption"":Rouge_Jullien,""id"":1082,""label"":Peach_variant,""properties"":{""name"":Rouge_Jullien}}","{""caption"":Mai_Xiang,""id"":1196,""label"":Peach_variant,""properties"":{""name"":Mai_Xiang}}","{""value"":{}}"
"{""caption"":Rouge_Jullien,""id"":1082,""label"":Peach_variant,""properties"":{""name"":Rouge_Jullien}}","{""caption"":Xi_Nong_Zao_Mi,""id"":1221,""label"":Peach_variant,""properties"":{""name"":Xi_Nong_Zao_Mi}}","{""value"":{}}"
"{""caption"":Rouge_Jullien,""id"":1082,""label"":Peach_variant,""properties"":{""name"":Rouge_Jullien}}","{""caption"":Pieri_81,""id"":1162,""label"":Peach_variant,""properties"":{""name"":Pieri_81}}","{""value"":{}}"
"{""caption"":Rouge_Jullien,""id"":1082,""label"":Peach_variant,""properties"":{""name"":Rouge_Jullien}}","{""caption"":Buttapietra_(Fol_10),""id"":943,""label"":Peach_variant,""properties"":{""name"":Buttapietra_(Fol_10)}}","{""value"":{}}"
"{""caption"":Redskin,""id"":1086,""label"":Peach_variant,""properties"":{""name"":Redskin}}","{""caption"":Hiley,""id"":1104,""label"":Peach_variant,""properties"":{""name"":Hiley}}","{""value"":{}}"
"{""caption"":Redskin,""id"":1086,""label"":Peach_variant,""properties"":{""name"":Redskin}}","{""caption"":Majestic,""id"":991,""label"":Peach_variant,""properties"":{""name"":Majestic}}","{""value"":{}}"
"{""caption"":Redskin,""id"":1086,""label"":Peach_variant,""properties"":{""name"":Redskin}}","{""caption"":PrattS_Compact_Redhaven,""id"":1049,""label"":Peach_variant,""properties"":{""name"":PrattS_Compact_Redhaven}}","{""value"":{}}"
"{""caption"":Redskin,""id"":1086,""label"":Peach_variant,""properties"":{""name"":Redskin}}","{""caption"":Norman,""id"":1056,""label"":Peach_variant,""properties"":{""name"":Norman}}","{""value"":{}}"
"{""caption"":Genadix_7,""id"":1088,""label"":Peach_variant,""properties"":{""name"":Genadix_7}}","{""caption"":Tabalet,""id"":1017,""label"":Peach_variant,""properties"":{""name"":Tabalet}}","{""value"":{}}"
"{""caption"":Genadix_7,""id"":1088,""label"":Peach_variant,""properties"":{""name"":Genadix_7}}","{""caption"":San_Gottardo_(Fol_33),""id"":947,""label"":Peach_variant,""properties"":{""name"":San_Gottardo_(Fol_33)}}","{""value"":{}}"
"{""caption"":Genadix_7,""id"":1088,""label"":Peach_variant,""properties"":{""name"":Genadix_7}}","{""caption"":Capucci_18,""id"":1139,""label"":Peach_variant,""properties"":{""name"":Capucci_18}}","{""value"":{}}"
"{""caption"":Genadix_7,""id"":1088,""label"":Peach_variant,""properties"":{""name"":Genadix_7}}","{""caption"":Limonet,""id"":1144,""label"":Peach_variant,""properties"":{""name"":Limonet}}","{""value"":{}}"
"{""caption"":Genadix_7,""id"":1088,""label"":Peach_variant,""properties"":{""name"":Genadix_7}}","{""caption"":Redwing,""id"":1072,""label"":Peach_variant,""properties"":{""name"":Redwing}}","{""value"":{}}"
"{""caption"":Madeleine_Blanche,""id"":1089,""label"":Peach_variant,""properties"":{""name"":Madeleine_Blanche}}","{""caption"":Zao_Yan,""id"":1244,""label"":Peach_variant,""properties"":{""name"":Zao_Yan}}","{""value"":{}}"
"{""caption"":Vivian,""id"":1092,""label"":Peach_variant,""properties"":{""name"":Vivian}}","{""caption"":Troubadour,""id"":1055,""label"":Peach_variant,""properties"":{""name"":Troubadour}}","{""value"":{}}"
"{""caption"":Vivian,""id"":1092,""label"":Peach_variant,""properties"":{""name"":Vivian}}","{""caption"":Troubadour,""id"":1055,""label"":Peach_variant,""properties"":{""name"":Troubadour}}","{""value"":{}}"
"{""caption"":Amsden,""id"":1093,""label"":Peach_variant,""properties"":{""name"":Amsden}}","{""caption"":Incomparable_Guilloux,""id"":1063,""label"":Peach_variant,""properties"":{""name"":Incomparable_Guilloux}}","{""value"":{}}"
"{""caption"":August_Queen,""id"":1094,""label"":Peach_variant,""properties"":{""name"":August_Queen}}","{""caption"":Flavortop,""id"":1057,""label"":Peach_variant,""properties"":{""name"":Flavortop}}","{""value"":{}}"
"{""caption"":August_Queen,""id"":1094,""label"":Peach_variant,""properties"":{""name"":August_Queen}}","{""caption"":Early_Silver,""id"":981,""label"":Peach_variant,""properties"":{""name"":Early_Silver}}","{""value"":{}}"
